194172857,15902044,171101,1
194172857,169832377,487214,4
194172857,182682970,516950,14
194172857,194172857,170187,581
194172857,225853611,488222,13
194172857,225855735,488223,5
194172857,225857809,488221,1
194172857,289166909,365659,1
194172857,298501502,525381,3
194172857,307066636,574093,13
194172857,307126151,189423,10
194172857,331265438,927666,1
194172857,386585202,1004952,1
194172857,387625543,869269,5
194172857,387756560,869215,2
194172857,387758384,869216,7
194172857,387787130,1130804,1
194172857,387878539,1114965,1
194172857,405759923,869309,1
194172857,410475457,697283,1
194172857,479134147,869311,1
194172857,479134154,869312,10
194172857,480530348,869307,1
194172857,480532168,869303,2
