386617516,110640213,362663,2
386617516,110804074,373384,1
386617516,209917191,409438,1
386617516,218698419,585057,2
386617516,218703261,585056,1
386617516,253771435,866768,1
386617516,260842239,585395,1
386617516,296100371,716541,1
386617516,344915202,198214,1
386617516,386593590,536056,1
386617516,386612163,696406,1
386617516,386617516,1033813,142
386617516,386622414,1072459,2
386617516,386627502,885276,5
386617516,386632422,885275,4
386617516,386703215,910348,1
386617516,387605479,216592,1
386617516,387823261,469008,1
386617516,387828053,431946,121
386617516,387880559,741093,1
386617516,407466711,1133853,1
386617516,443615330,1274814,1
386617516,471332236,1110693,1
386617516,544574430,1382700,1
386617516,556550243,1355100,351
386617516,91209055,364106,3
