49482253	148266447	359786
49482253	150392480	359787
49482253	156978331	418127
49482253	
49482253	194246403	37692
49482253	21281729	196620
49482253	29165615	158879
49482253	379013365	1028799
49482253	379019812	1118959
49482253	379794527	985002
49482253	384548923	869816
49482253	384860682	546342
49482253	384865886	548473
49482253	384868588	1006543
49482253	385780298	1123523
49482253	386829725	1074252
49482253	387141638	663951
49482253	387149188	703339
49482253	387601291	523796
49482253	387779217	985006
49482253	470192280	1074919
49482253	470223734	1074919
49482253	49482253	282458
49482253	49484912	282459
49482253	514064966	1323661
49482253	521210823	1321369
49482253	532358222	585143
49482253	537459744	1193576
49482253	545633528	1201010
49482253	545636471	1194085
49482253	57865352	176279
49482253	82749777	273036
