386617516,117622295,405955,1
386617516,170679574,439855,18
386617516,218703261,585056,2
386617516,254160123,413997,3
386617516,260853213,573235,2
386617516,260866153,585396,2
386617516,291280824,701177,1
386617516,344915202,198214,5
386617516,377520096,216599,2
386617516,384124469,637385,2
386617516,386597751,714962,1
386617516,386617516,1033813,263
386617516,386622414,1072459,17
386617516,386632422,885275,7
386617516,387615344,685038,31
386617516,387828053,431946,488
386617516,387880559,741093,2
386617516,407466711,1133853,1
386617516,410480139,1134782,9
386617516,443615330,1274814,10
386617516,544574430,1382700,4
386617516,82542618,300268,1
386617516,91206245,364106,1
386617516,91209055,364106,100
