49482253,118725053,387909,17
49482253,119443652,360398,6
49482253,148717842,53369,1
49482253,150392480,359787,1
49482253,151220212,426430,65
49482253,156978331,418127,29
49482253,209363552,430796,1
49482253,384546269,685039,15
49482253,384863396,889933,1
49482253,384865886,548473,1
49482253,384868588,1006543,113
49482253,386829725,1074252,1
49482253,387141638,663951,2
49482253,387141638,663951,2
49482253,387601291,523796,3
49482253,387779217,985006,1
49482253,422935796,1168612,4
49482253,509139878,1277672,1
49482253,514064966,1323661,2
49482253,521210823,1321369,8
49482253,532358222,585143,1
49482253,537441500,1392476,23
49482253,545636471,1194085,1
49482253,554642795,1406863,1
49482253,557308055,1399949,1
49482253,57650036,93062,1
49482253,588498242,1308896,2
49482253,66395164,320831,1
49482253,82749777,273036,1
49482253,88193823,93061,1
49482253,9635677,129009,1
