49482253,118725053,387909,11
49482253,119443652,360398,4
49482253,150392480,359787,1
49482253,151220212,426430,99
49482253,156978331,418127,33
49482253,157102937,445516,1
49482253,209363552,430796,3
49482253,215401108,575610,1
49482253,384546269,685039,20
49482253,384868588,1006543,122
49482253,422935796,1168612,6
49482253,49482253,282458,655
49482253,509139878,1277672,1
49482253,521210823,1321369,4
49482253,537441500,1392476,33
49482253,57650036,93062,1
49482253,66395164,320831,2
49482253,9635677,129009,3
