194172857,169832377,487214,11
194172857,182682970,516950,19
194172857,194172857,170187,243
194172857,225853611,488222,50
194172857,225855735,488223,12
194172857,225857809,488221,40
194172857,225860012,487213,3
194172857,298501502,525381,60
194172857,307066636,574093,15
194172857,307126151,189423,14
194172857,342162671,1054460,2
194172857,387625543,869269,318
194172857,387758384,869216,9
194172857,405759923,869309,6
194172857,410475457,697283,1
194172857,479134147,869311,8
194172857,480530348,869307,11
194172857,480532168,869303,124
