386617516	117622295	405955
386617516	170018061	481805
386617516	170679574	439855
386617516	209427726	564886
386617516	209917191	409438
386617516	218703261	585056
386617516	254160123	413997
386617516	260853213	573235
386617516	260866153	585396
386617516	30065704	227940
386617516	344915202	198214
386617516	377520096	216599
386617516	384124469	637385
386617516	386617516	1033813
386617516	386622414	1072459
386617516	386632422	885275
386617516	387615344	685038
386617516	387828053	431946
386617516	387880559	741093
386617516	410480139	1134782
386617516	443615330	1274814
386617516	544574430	1382700
386617516	82542618	300268
386617516	82775382	300267
386617516	91209055	364106
