2	115315628	115315572
708	115315628	115315628
1	115315628	14251125
2	115315628	194097521
1	115315628	526241733
1	115315628	526244466
2	115315628	9629653
1	115315628	9630566
1	188587536	150014892
1	188587536	150019913
3	188587536	187932320
678	188587536	188587536
1	188587536	27904513
1	188587536	550916528
19	194172857	116515308
1	194172857	15902044
4	194172857	169832377
14	194172857	182682970
581	194172857	194172857
4	194172857	221230948
13	194172857	225853611
5	194172857	225855735
1	194172857	225857809
1	194172857	289166909
3	194172857	298501502
13	194172857	307066636
10	194172857	307126151
1	194172857	331265438
1	194172857	386585202
5	194172857	387625543
2	194172857	387756560
7	194172857	387758384
1	194172857	387787130
1	194172857	387878539
1	194172857	405759923
1	194172857	410475457
1	194172857	479134147
10	194172857	479134154
1	194172857	480530348
2	194172857	480532168
514	19525721	19525721
700	211956446	211956446
1	211956446	530787679
320	21392688	21392688
1	21392688	218848185
2	21392688	225871489
12	21392688	227811427
4	21392688	229599713
1	21392688	296125058
20	21392688	301068040
1	21392688	310830989
1	21392688	379718015
306	21392688	386733559
1	21392688	452196180
127	227811309	21392893
227	227811309	227811309
3	227811309	229599623
23	227811309	301067930
300	227811309	386733762
1	227811309	449086377
356	229599623	21392893
1	229599623	225871489
13	229599623	227811309
20	229599623	229599623
14	229599623	301067930
284	229599623	386733762
1	229599623	402552844
1	229599623	449086377
3	229599623	56899872
4	30260195	118475778
2	30260195	163938013
1	30260195	218230750
2	30260195	218901206
1	30260195	219682499
1	30260195	222093774
49	30260195	227812678
153	30260195	229599883
1	30260195	301051741
30	30260195	30260195
1	30260195	384177910
393	30260195	386733873
1	30260195	428277412
1	30260195	434373506
1	30260195	449086670
7	30260195	49183039
1	30260195	49476684
70	30260195	50196905
2	30260195	52140164
1	30260195	525908085
1	30260195	558678294
1	325955721	295691862
27	325955721	315037230
625	325955721	325955721
1	325955721	336053510
60	325955721	385816611
1	325955721	403514032
688	34303903	34303903
1	34303903	78778385
4	379743460	15600771
11	379743460	227119188
45	379743460	227811634
1	379743460	229605062
511	379743460	360037214
100	379743460	379743460
4	379743460	384422536
1	379743460	528981796
5	384189768	219682499
1	384189768	241195472
122	384189768	384189768
14	384189768	384191411
1	384189768	384200575
1	384189768	386866198
497	384189768	387819930
3	384189768	452892165
7	384189768	518656469
6	384189768	549471505
1	386025288	16802048
11	386025288	217963303
1	386025288	226222639
1	386025288	289433373
305	386025288	386006713
380	386025288	386025288
1	386025288	386042347
1	386025288	386045634
1	386025288	386052273
1	386025288	404406483
1	386025288	525916939
1	386025288	525934212
1	386025288	558684762
2	386617516	110640213
1	386617516	110804074
1	386617516	170079663
1	386617516	209917191
9	386617516	218687878
2	386617516	218698419
1	386617516	218703261
14	386617516	222154829
1	386617516	253771435
1	386617516	260842239
15	386617516	26245917
1	386617516	296100371
1	386617516	344915202
1	386617516	386593590
1	386617516	386612163
142	386617516	386617516
2	386617516	386622414
5	386617516	386627502
4	386617516	386632422
1	386617516	386703215
1	386617516	387605479
1	386617516	387823261
121	386617516	387828053
1	386617516	387880559
1	386617516	407466711
1	386617516	443615330
1	386617516	471332236
1	386617516	544574430
351	386617516	556550243
3	386617516	91209055
24	386733559	21392688
1	386733559	225871489
10	386733559	227811427
27	386733559	301068040
618	386733559	386733559
1	386733559	402558636
1	386733559	449066047
1	49169782	217966449
1	49169782	296125058
664	49169782	49169782
1	49183039	118475778
4	49183039	218901206
1	49183039	222093774
154	49183039	227812678
67	49183039	229599883
2	49183039	301051741
53	49183039	30260195
1	49183039	375282101
1	49183039	376264031
1	49183039	379009272
242	49183039	386733873
1	49183039	407703236
2	49183039	42779081
56	49183039	49183039
133	49183039	50196905
2	49183039	52140164
1	49183039	558678294
12	49482253	148266447
2	49482253	150392480
7	49482253	156978331
4	49482253	161508266
1	49482253	194246403
2	49482253	21281729
3	49482253	29165615
23	49482253	379013365
3	49482253	379019812
2	49482253	379794527
2	49482253	384548923
1	49482253	384860682
3	49482253	384865886
5	49482253	384868588
3	49482253	385780298
4	49482253	386829725
93	49482253	387141638
5	49482253	387149188
172	49482253	387601291
48	49482253	387779217
1	49482253	470192280
8	49482253	470223734
144	49482253	49482253
15	49482253	49484912
38	49482253	514064966
4	49482253	521210823
2	49482253	532358222
9	49482253	537459744
50	49482253	545633528
6	49482253	545636471
1	49482253	57865352
30	49482253	82749777
1	544393402	116510843
1	544393402	385829589
2	544393402	385836969
3	544393402	389853198
3	544393402	414073323
1	544393402	459284225
717	544393402	544393402
1	544393402	554463091
1	55770807	22789222
601	55770807	55770807
1	564619457	318065965
676	564619457	564619457
1	59800473	104779316
1	59800473	15793034
28	59800473	194097589
1	59800473	293977746
46	59800473	385334895
1	59800473	385339062
1	59800473	385816611
1	59800473	385850283
609	59800473	59800473
1	9626719	48696569
2	9626719	48696604
667	9626719	9626719
699	9627034	9627034
1	9629378	114319166
1	9629378	123318702
2	9629378	30984428
1	9629378	310817278
2	9629378	312162798
1	9629378	386522723
1	9629378	408675720
1	9629378	408905843
1	9629378	56694721
56	9629378	591398030
7	9629378	83722567
